City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
1253,sharanga,RU,57.1775,46.5396,-9.15,90,100,1.5,overcast clouds
1254,magdagachi,RU,53.45,125.8,-33.32,79,0,1.43,clear sky
1255,kadaya,RU,50.9327,119.2911,-24.43,87,100,3.83,overcast clouds
1256,voh,NC,-20.9667,164.7,87.55,68,63,1.21,broken clouds
1257,port elizabeth,ZA,-33.918,25.5701,68.0,88,0,11.5,clear sky
1258,jamestown,US,42.097,-79.2353,30.0,93,90,11.5,light snow
1259,lodwar,KE,3.1191,35.5973,83.17,39,92,8.7,overcast clouds
1260,xifeng,CN,42.7372,124.7222,-9.33,84,0,3.18,clear sky
1261,kokstad,ZA,-30.5472,29.4241,59.61,91,54,4.07,broken clouds
1262,ugoofaaru,MV,5.6667,73.0,81.66,70,49,13.8,scattered clouds
1263,ibra,OM,22.6906,58.5334,59.4,47,0,2.77,clear sky
1264,xichang,CN,27.8964,102.2634,42.01,61,27,1.21,scattered clouds
1265,bronnitsy,RU,55.4194,38.2708,1.99,84,40,2.1,light snow
1266,orshanka,RU,56.9161,47.8933,-8.93,89,100,2.8,overcast clouds
1267,orumiyeh,IR,37.5527,45.0761,35.6,55,0,16.11,clear sky
1268,hailar,CN,49.2,119.7,-16.08,88,97,4.32,overcast clouds
1269,komagane,JP,35.7296,137.9396,30.2,55,20,2.3,few clouds
1270,jurm,AF,36.8648,70.8342,33.31,71,87,4.99,overcast clouds
1271,tongling,CN,30.95,117.7833,36.88,74,0,2.95,clear sky
1272,belyy yar,RU,53.6039,91.3903,10.4,72,0,4.47,clear sky
1273,tsiroanomandidy,MG,-18.7667,46.0333,69.96,94,100,4.5,overcast clouds
1274,quang ngai,VN,15.1167,108.8,61.88,85,88,6.71,overcast clouds
1275,manzil salim,TN,35.8567,8.4765,32.0,80,0,4.61,clear sky
1276,kupino,RU,54.3663,77.2981,-10.64,89,0,8.19,clear sky
1277,ulaanbaatar,MN,47.9077,106.8832,-16.6,76,9,2.24,clear sky
1278,kunya,NG,12.2233,8.5325,60.8,51,0,3.44,clear sky
1279,yenagoa,NG,4.9247,6.2642,77.49,87,0,4.54,clear sky
1280,waddan,LY,29.1614,16.139,50.16,49,0,9.01,clear sky
1281,labuan,MY,5.2767,115.2417,75.2,94,20,19.42,few clouds
1282,jiazi,CN,22.8779,116.067,50.79,70,30,14.25,scattered clouds
1283,trabzon,TR,40.9167,39.8333,37.4,65,40,8.05,scattered clouds
1284,teeli,RU,51.0333,90.2333,-3.21,85,63,0.67,broken clouds
1285,mahajanga,MG,-15.7167,46.3167,78.8,89,20,3.44,moderate rain
1286,dalby,AU,-27.1833,151.2667,78.01,63,100,3.0,overcast clouds
1287,bangkalan,ID,-7.0455,112.7351,75.2,94,40,5.75,haze
1288,pasighat,IN,28.0667,95.3333,60.28,78,98,3.29,overcast clouds
1289,losevo,RU,50.6767,40.045,-4.11,92,81,0.27,broken clouds
1290,razole,IN,16.4833,81.8333,64.51,95,5,3.44,clear sky
1291,chongqing,CN,29.5628,106.5528,35.01,100,0,2.24,mist
1292,kargasok,RU,59.0556,80.8572,-13.59,88,97,9.8,overcast clouds
1293,shizunai,JP,42.3339,142.3669,23.32,90,100,5.97,light snow
1294,dhidhdhoo,MV,6.8833,73.1,80.98,70,8,9.46,clear sky
1295,mananara,MG,-16.1667,49.7667,77.7,81,100,6.55,light rain
1296,kostomuksha,RU,64.571,30.5767,13.59,97,100,7.29,overcast clouds
1297,hovd,MN,48.0056,91.6419,1.08,76,20,1.45,few clouds
1298,dindori,IN,22.95,81.0833,58.96,49,0,3.33,clear sky
1299,kashi,CN,39.4547,75.9797,19.4,79,20,8.95,smoke
1300,esna,EG,25.2934,32.554,51.8,76,0,8.34,clear sky
1301,pachora,IN,20.6667,75.35,74.07,51,3,3.62,clear sky
1302,kayerkan,RU,69.3497,87.7602,-15.12,87,100,4.0,overcast clouds
1303,usogorsk,RU,63.4106,48.6872,-2.78,91,96,7.45,overcast clouds
1304,ternate,ID,0.8,127.4,81.27,73,100,4.54,overcast clouds
1305,chipata,ZM,-13.6333,32.65,68.11,92,100,2.24,overcast clouds
1306,benguela,AO,-12.5763,13.4055,74.3,78,100,4.12,overcast clouds
1307,buluang,PH,13.3068,123.3425,74.21,90,100,4.16,heavy intensity rain
1308,rosetta,EG,31.4044,30.4164,53.6,71,0,14.97,clear sky
1309,nikolayevka,RU,53.1257,47.2041,-1.3,91,100,3.22,overcast clouds
1310,buzmeyin,TM,38.0507,58.2056,41.0,75,0,4.61,clear sky
1311,kurara,IN,25.9833,79.9833,56.34,69,51,4.94,broken clouds
1312,svarstad,NO,59.399,9.9698,26.01,1,100,5.59,overcast clouds
1313,lokoja,NG,7.8024,6.743,81.57,17,25,3.27,scattered clouds
1314,tura,IN,25.5198,90.2201,58.06,63,0,2.53,clear sky
1315,polyarnyye zori,RU,67.3661,32.4981,15.01,93,100,6.04,overcast clouds
1316,arawa,PG,-6.2132,155.5367,85.33,62,93,2.48,overcast clouds
1317,suntar,RU,62.1444,117.6319,-39.08,81,97,4.52,overcast clouds
1318,farah,AF,32.5,62.5,46.35,47,0,0.38,clear sky
1319,rensvik,NO,63.1,7.8167,33.8,60,98,8.05,overcast clouds
1320,banloc,RO,45.3836,21.1381,26.6,74,90,3.44,overcast clouds
1321,safaga,EG,26.7292,33.9365,55.4,47,0,10.36,clear sky
1322,balkhash,KZ,46.844,74.9804,16.63,91,100,7.7,overcast clouds
1323,charters towers,AU,-20.1,146.2667,76.12,78,100,11.99,overcast clouds
1324,preobrazheniye,RU,42.9019,133.9064,-5.4,77,0,10.89,clear sky
1325,corum,TR,40.5,34.75,18.1,92,0,2.44,clear sky
1326,blagoyevo,RU,63.3667,47.9167,-1.48,92,97,7.87,overcast clouds
1327,severo-yeniseyskiy,RU,60.3725,93.0408,3.31,94,100,9.69,overcast clouds
1328,oda,JP,35.1833,132.5,35.6,75,75,20.71,light snow
1329,ardabil,IR,38.2498,48.2933,37.13,73,20,17.07,few clouds
1330,mataram,ID,-8.5833,116.1167,75.2,100,90,3.44,light rain
1331,bunia,CD,1.5667,30.25,71.44,47,96,2.39,overcast clouds
1332,kruisfontein,ZA,-34.0033,24.7314,64.99,84,0,1.01,clear sky
1333,leh,IN,34.1667,77.5833,8.98,73,32,0.98,scattered clouds
1334,damaturu,NG,11.747,11.9608,67.39,25,12,10.76,few clouds
1335,qom,IR,34.6401,50.8764,48.0,51,0,10.58,clear sky
1336,crotone,IT,39.0851,17.1178,34.0,44,22,8.99,few clouds
1337,bontang,ID,0.1333,117.5,78.03,87,100,8.12,overcast clouds
1338,port shepstone,ZA,-30.7414,30.455,71.65,80,91,11.16,overcast clouds
1339,porto torres,IT,40.835,8.3972,51.8,66,0,5.75,clear sky
1340,salym,RU,60.0625,71.4789,-18.15,87,92,8.19,overcast clouds
1341,wanganui,NZ,-39.9333,175.05,66.0,77,64,25.01,light rain
1342,hingoli,IN,19.7167,77.15,67.12,62,0,5.59,clear sky
1343,mangochi,MW,-14.4782,35.2645,74.19,79,100,1.7,overcast clouds
1344,abu dhabi,AE,24.4667,54.3667,64.4,94,90,3.44,fog
1345,gigmoto,PH,13.7796,124.39,78.84,83,100,11.9,moderate rain
1346,sanmenxia,CN,34.7747,111.1814,32.88,78,0,11.74,clear sky
1347,hailun,CN,47.45,126.9333,-24.74,84,0,7.52,clear sky
1348,astana,KZ,51.1801,71.446,-2.2,78,0,11.18,clear sky
1349,palana,RU,59.1167,159.9667,-5.8,92,100,21.07,overcast clouds
1350,erdenet,MN,49.0333,104.0833,4.6,83,0,3.91,clear sky
1351,batsfjord,NO,70.6345,29.7185,33.8,80,75,18.41,light snow
1352,bodaybo,RU,57.8506,114.1933,-20.18,81,100,2.53,overcast clouds
1353,griffith,US,41.5284,-87.4237,28.4,74,90,13.8,overcast clouds
1354,perth,AU,-31.9333,115.8333,84.0,36,0,4.61,clear sky
1355,ulundi,ZA,-28.3352,31.4162,64.04,91,77,1.68,broken clouds
1356,dekernes,EG,31.0876,31.595,55.4,67,40,13.8,scattered clouds
1357,kvarkeno,RU,52.0833,59.725,2.64,91,100,10.16,overcast clouds
1358,norsup,VU,-16.0667,167.3833,85.6,71,94,9.01,overcast clouds
1359,iranshahr,IR,27.2025,60.6848,54.45,65,0,0.29,clear sky
1360,kaiyuan,CN,23.6977,103.3037,41.59,79,0,4.59,clear sky
1361,coffs harbour,AU,-30.3,153.1333,84.2,42,0,10.36,clear sky
1362,poya,NC,-21.35,165.15,85.26,70,57,2.48,broken clouds
1363,katikati,NZ,-37.55,175.9167,68.0,88,60,8.99,broken clouds
1364,taree,AU,-31.9,152.4667,78.8,53,90,10.36,overcast clouds
1365,zhangye,CN,38.9342,100.4517,13.86,75,0,0.67,clear sky
1366,beloha,MG,-25.1667,45.05,75.83,90,100,6.22,overcast clouds
1367,victor harbor,AU,-35.5667,138.6167,64.0,84,100,4.0,overcast clouds
1368,rajgarh,IN,28.6333,75.3833,53.89,64,0,3.4,clear sky
1369,quanzhou,CN,24.9139,118.5858,50.0,57,0,4.47,clear sky
1370,gizo,SB,-8.103,156.8419,84.42,73,99,11.97,moderate rain
1371,menongue,AO,-14.6585,17.691,65.08,87,100,3.98,overcast clouds
1372,bitung,ID,1.4451,125.1824,77.0,88,20,1.14,few clouds
1373,kisanga,TZ,-7.4362,37.7034,73.42,91,94,1.3,overcast clouds
1374,totskoye,RU,52.5248,52.7623,9.99,95,100,10.87,light snow
1375,tehri,IN,30.3833,78.4833,49.35,43,0,4.88,clear sky
1376,ust-uda,RU,54.1742,103.0304,8.11,93,100,2.82,overcast clouds
1377,longjiang,CN,47.3303,123.1836,-10.23,76,67,8.19,broken clouds
1378,bonga,ET,7.2833,36.2333,60.4,63,70,1.41,broken clouds
1379,madimba,TZ,-10.4,40.3333,79.63,85,88,10.58,overcast clouds
1380,baruun-urt,MN,46.6806,113.2792,-4.5,88,3,7.81,clear sky
1381,richards bay,ZA,-28.783,32.0377,70.88,85,89,2.08,overcast clouds
1382,port blair,IN,11.6667,92.75,79.43,74,31,13.89,scattered clouds
1383,anito,PH,12.4497,125.2886,75.7,93,100,10.87,heavy intensity rain
1384,kuruman,ZA,-27.4524,23.4325,78.55,45,79,5.64,broken clouds
1385,zyryanka,RU,65.75,150.85,-40.97,81,100,5.01,overcast clouds
1386,kelsterbach,DE,50.0667,8.5333,39.2,75,20,12.66,few clouds
1387,domoni,KM,-12.2569,44.5319,80.22,81,100,7.83,overcast clouds
1388,madalag,PH,10.8994,122.9828,76.39,89,100,15.73,heavy intensity rain
1389,changli,CN,39.7042,119.1506,10.6,76,56,6.49,broken clouds
1390,chermoz,RU,58.787,56.1489,-12.44,89,50,1.63,scattered clouds
1391,sorland,NO,67.667,12.6934,35.83,83,10,18.72,clear sky
1392,mugla,TR,37.2303,28.3557,39.2,74,0,4.61,clear sky
1393,colesberg,ZA,-30.72,25.0972,74.91,24,0,7.34,clear sky
1394,staryy nadym,RU,65.6118,72.6842,-11.85,90,100,10.96,overcast clouds
1395,ozinki,RU,51.1786,49.6769,4.91,94,100,11.14,overcast clouds
1396,mgandu,TZ,-5.95,34.1333,60.67,92,93,2.28,overcast clouds
1397,mazyr,BY,52.0495,29.2456,-4.22,92,91,5.44,overcast clouds
1398,keuruu,FI,62.2667,24.7,26.01,93,90,5.75,light snow
1399,samfya,ZM,-11.3649,29.5565,68.41,85,100,5.61,overcast clouds
1400,taboshar,TJ,40.5686,69.6413,35.6,80,40,4.47,mist
1401,lazi,UA,48.0667,24.2333,7.81,89,95,1.32,overcast clouds
1402,wajima,JP,37.4,136.9,26.6,86,90,11.5,snow
1403,urumqi,CN,43.801,87.6005,-0.4,85,75,2.24,mist
1404,atbasar,KZ,51.8,68.3333,-3.53,89,61,7.23,broken clouds
1405,gramoteino,RU,54.5368,86.3839,-7.1,90,17,6.67,few clouds
1406,margate,GB,51.3813,1.3862,46.0,83,100,8.01,overcast clouds
1407,chifeng,CN,42.2683,118.9636,-6.41,85,9,3.06,clear sky
1408,krasnoturansk,RU,54.3186,91.5639,10.4,72,0,4.47,clear sky
1409,atambua,ID,-9.1061,124.8925,74.79,89,100,2.42,moderate rain
1410,ulagan,RU,50.6321,87.9563,20.12,89,100,3.2,light snow
1411,bose,IT,45.4612,8.0137,37.99,59,84,2.93,broken clouds
1412,pevek,RU,69.7008,170.3133,-28.46,86,93,6.82,overcast clouds
1413,samur,RU,41.8253,48.486,34.86,88,100,17.69,light snow
1414,meulaboh,ID,4.1363,96.1285,76.73,85,66,3.4,broken clouds
1415,jos,NG,9.9167,8.9,64.4,39,0,11.5,clear sky
1416,korsakov,RU,46.6328,142.7813,1.4,85,40,13.42,snow
1417,ulaangom,MN,49.9811,92.0667,-20.79,84,25,0.94,scattered clouds
1418,banjar,ID,-8.19,114.9675,77.0,94,75,4.61,broken clouds
1419,mizdah,LY,31.4451,12.9801,44.19,82,11,7.18,few clouds
1420,hille,DE,52.3333,8.75,41.0,81,100,13.8,overcast clouds
1421,boma,GH,7.0805,-2.1697,73.98,78,15,2.89,few clouds
1422,tokur,RU,53.1333,132.9,-36.18,85,100,3.94,overcast clouds
1423,chernolesskoye,RU,44.7156,43.7133,25.47,94,100,7.52,snow
1424,wloclawek,PL,52.6482,19.0678,10.99,91,93,1.01,overcast clouds
1425,namanyere,TZ,-7.5167,31.05,59.58,90,86,1.14,overcast clouds
1426,tarko-sale,RU,64.9225,77.785,-27.74,86,5,3.0,clear sky
1427,amol,IR,36.4696,52.3507,52.97,45,0,5.23,clear sky
1428,nokaneng,BW,-19.6667,22.2667,70.92,89,100,10.29,moderate rain
1429,asosa,ET,10.0667,34.5333,67.51,32,12,9.75,few clouds
1430,bajil,YE,15.0584,43.2851,74.08,81,9,4.18,clear sky
1431,xining,CN,36.6167,101.7667,16.39,61,0,3.06,clear sky
1432,motala,SE,58.5371,15.0365,32.0,93,90,5.75,light snow
1433,xiuyan,CN,40.2928,123.2744,4.42,72,51,2.08,broken clouds
1434,gold coast,AU,-28.0,153.4333,81.0,61,100,9.22,overcast clouds
1435,antalaha,MG,-14.9003,50.2788,76.05,87,100,10.11,moderate rain
1436,marfino,RU,55.7028,37.3822,1.99,78,20,2.24,light snow
1437,kalinovskoye,RU,44.8635,42.9622,22.71,96,100,11.23,snow
1438,zheleznodorozhnyy,RU,55.7503,38.0042,1.99,84,40,2.04,light snow
1439,walvis bay,NA,-22.9575,14.5053,66.0,88,71,4.61,broken clouds
1440,kendari,ID,-3.945,122.4989,76.95,86,100,4.79,overcast clouds
1441,suzhou,CN,31.3114,120.6181,37.99,67,0,9.73,clear sky
1442,mahanoro,MG,-19.9,48.8,75.45,90,100,4.97,overcast clouds
1443,rassvet,RU,46.8333,40.75,9.21,96,100,5.79,overcast clouds
1444,turbat,PK,26.0023,63.044,61.93,87,5,4.25,clear sky
1445,rath,IN,25.5833,79.5667,54.0,68,29,4.21,scattered clouds
1446,zwettl,AT,48.6,15.1667,34.0,89,99,8.01,overcast clouds
1447,berlin,DE,52.5244,13.4105,37.99,100,75,13.8,broken clouds
1448,khatassy,RU,61.9036,129.6383,-63.4,50,90,1.79,fog
1449,dauriya,RU,49.9333,116.8667,-20.31,87,93,2.13,overcast clouds
1450,biloela,AU,-24.4167,150.5,86.07,44,53,5.59,broken clouds
1451,vostochnyy,RU,55.8167,37.8667,1.99,84,75,2.24,light snow
1452,saint-paul,RE,-21.0096,55.2707,77.0,83,90,6.91,overcast clouds
1453,yibin,CN,28.7667,104.6238,41.29,78,4,0.81,clear sky
1454,birnin kebbi,NG,12.4539,4.1975,71.55,21,0,11.25,clear sky
1455,dharchula,IN,29.85,80.5333,46.67,40,5,6.33,clear sky
1456,cacak,RS,43.8914,20.3497,21.2,86,75,2.3,broken clouds
1457,merauke,ID,-8.4667,140.3333,83.48,70,98,3.31,overcast clouds
1458,kropotkin,RU,45.4375,40.5756,20.5,97,99,4.65,snow
1459,wattegama,LK,6.7989,81.4808,69.15,94,82,5.35,broken clouds
1460,carnarvon,AU,-24.8667,113.6333,80.6,100,0,10.36,clear sky
1461,slonim,BY,53.0867,25.3219,-3.21,90,68,1.83,broken clouds
1462,mandera,KE,3.9366,41.867,77.67,27,83,7.99,broken clouds
1463,burnie,AU,-41.0667,145.9167,57.49,44,63,9.91,broken clouds
1464,manasa,IN,24.4837,75.2687,59.86,59,0,4.59,clear sky
1465,mahon,ES,39.8885,4.2658,44.6,87,20,6.91,few clouds
1466,umba,RU,66.6871,34.3429,15.22,96,96,6.89,overcast clouds
1467,rehti,IN,22.7333,77.4333,64.99,60,9,1.95,clear sky
1468,kalga,RU,50.9251,118.898,-24.66,85,100,2.44,overcast clouds
1469,sharlyk,RU,52.9167,54.75,8.85,93,100,11.32,snow
1470,shangqiu,CN,34.45,115.65,35.01,70,0,1.99,clear sky
1471,roma,US,43.2128,-75.4557,28.0,80,75,6.91,broken clouds
1472,zhigansk,RU,66.7697,123.3711,-50.58,75,53,7.09,broken clouds
1473,muravlenko,RU,63.7898,74.523,-16.47,88,100,16.46,overcast clouds
1474,moree,AU,-29.4667,149.85,73.4,68,0,6.91,clear sky
1475,hit,IQ,33.6416,42.8251,53.91,56,21,5.57,few clouds
1476,pemba,MZ,-12.974,40.5178,80.01,94,20,6.91,few clouds
1477,dubti,ET,11.7361,41.0853,70.11,66,2,6.29,clear sky
1478,ler,SS,8.3018,30.1418,79.34,24,14,8.41,few clouds
1479,sambava,MG,-14.2667,50.1667,75.25,92,99,7.47,moderate rain
1480,gewane,ET,10.1664,40.6453,70.3,46,19,5.35,few clouds
1481,khani,GE,41.9563,42.9566,37.4,87,90,11.5,overcast clouds
1482,shenjiamen,CN,29.9576,122.298,46.31,59,0,9.31,clear sky
1483,baglan,AF,36.1307,68.7083,46.8,51,69,1.45,broken clouds
1484,mirabad,AF,30.4362,61.8383,53.8,37,0,6.29,clear sky
1485,ihosy,MG,-22.4,46.1167,69.94,87,100,1.3,overcast clouds
1486,luancheng,CN,37.8792,114.6517,23.0,80,0,4.47,clear sky
1487,ritchie,ZA,-29.038,24.6028,64.4,82,18,1.14,few clouds
1488,beirut,LB,33.8889,35.4944,59.0,67,75,27.63,broken clouds
1489,yelizovo,RU,53.1873,158.3805,23.0,50,20,17.9,snow
1490,kharan,PK,28.5833,65.4167,52.61,44,0,1.36,clear sky
1491,tuatapere,NZ,-46.1333,167.6833,54.0,91,91,10.0,light rain
1492,baiyin,CN,36.5583,104.2081,5.0,51,0,6.71,clear sky
1493,qadirpur ran,PK,30.2924,71.6712,42.8,93,0,4.68,mist
1494,samarai,PG,-10.6167,150.6667,85.41,76,88,11.23,overcast clouds
1495,nampula,MZ,-15.1165,39.2666,78.01,83,20,5.75,few clouds
1496,pareora,NZ,-44.4871,171.2132,72.34,48,7,25.14,light rain
1497,hasaki,JP,35.7333,140.8333,39.2,48,20,5.75,few clouds
1498,wittlich,DE,49.9833,6.8833,39.99,87,90,10.36,overcast clouds
1499,mutoko,ZW,-17.397,32.2268,64.65,100,99,2.57,light rain
1500,gornopravdinsk,RU,60.05,69.9,-21.69,86,82,6.15,broken clouds
1501,gagino,RU,55.2314,45.0339,-4.14,91,100,3.29,overcast clouds
1502,dunedin,NZ,-45.8742,170.5036,51.84,86,63,4.23,light rain
1503,langsa,ID,4.4683,97.9683,72.19,94,91,0.89,overcast clouds
1504,cervignano del friuli,IT,45.8211,13.3381,30.0,100,7,2.3,clear sky
1505,povolzhskiy,RU,53.5854,49.7629,-0.4,85,40,8.95,snow
1506,mao,ES,39.8885,4.2658,44.6,87,20,6.91,few clouds
1507,manthani,IN,18.65,79.6667,64.45,94,1,5.48,clear sky
1508,ormara,PK,25.2088,64.6357,67.5,71,0,3.44,clear sky
1509,falun,SE,60.6036,15.626,30.2,93,90,3.44,overcast clouds
1510,kiunga,PG,-6.1219,141.2906,78.35,92,100,1.36,overcast clouds
1511,nova odesa,UA,47.3078,31.7851,7.88,93,32,4.43,scattered clouds
1512,lingao,CN,19.9103,109.6859,56.21,67,33,5.59,scattered clouds
1513,cap malheureux,MU,-19.9842,57.6142,80.01,89,88,3.0,light rain
1514,butterworth,MY,5.3991,100.3638,78.01,83,20,5.17,few clouds
1515,casalmaggiore,IT,44.9939,10.4189,32.0,100,90,2.3,overcast clouds
1516,gulu,UG,2.7746,32.299,72.84,47,82,3.96,broken clouds
1517,karachi,PK,24.9056,67.0822,51.8,43,0,6.91,clear sky
1518,enshi,CN,30.3,109.4833,36.82,79,0,1.12,clear sky
1519,kasongo-lunda,CD,-6.4667,16.8167,70.75,92,100,0.34,overcast clouds
1520,timizart,DZ,36.8,4.2667,46.33,83,1,5.06,clear sky
1521,mehriz,IR,31.5917,54.4318,42.8,19,0,6.91,clear sky
1522,antipovka,RU,49.8299,45.3122,0.41,92,99,4.92,overcast clouds
1523,webuye,KE,0.6075,34.7697,62.83,66,75,6.02,broken clouds
1524,ipatovo,RU,45.7181,42.9036,21.02,96,100,10.22,snow
1525,navahrudak,BY,53.6,25.8333,-4.76,93,65,2.93,broken clouds
1526,myre,NO,69.1036,15.9492,32.0,80,90,11.5,overcast clouds
1527,severo-kurilsk,RU,50.6789,156.125,19.62,87,86,31.47,overcast clouds
1528,severomuysk,RU,56.1481,113.4267,-18.44,89,98,3.87,overcast clouds
1529,baoning,CN,25.3378,110.026,30.2,100,0,1.05,mist
1530,polyarnyy,RU,69.1989,33.4478,19.4,93,75,6.71,broken clouds
1531,chiredzi,ZW,-21.05,31.6667,68.4,95,100,6.85,overcast clouds
1532,rusera,IN,25.75,86.0333,52.32,63,0,5.77,clear sky
1533,raglan,NZ,-37.8,174.8833,77.0,69,7,5.01,clear sky
1534,chaozhou,CN,23.6651,116.6379,44.6,81,23,2.24,few clouds
1535,mariestad,SE,58.7097,13.8237,28.99,93,90,5.75,mist
1536,saint-denis,FR,48.9167,2.3333,43.0,75,90,13.8,overcast clouds
1537,felanitx,ES,39.4696,3.1483,46.4,93,75,1.14,broken clouds
1538,vengerovo,RU,55.6848,76.7471,-12.1,89,0,9.66,clear sky
1539,juegang,CN,32.3174,121.1855,36.0,84,0,10.2,clear sky
1540,moussoro,TD,13.6408,16.4901,65.75,26,5,14.81,clear sky
1541,krasnaya gora,RU,52.9995,31.6023,-2.0,84,40,8.95,scattered clouds
1542,igbo ora,NG,7.4333,3.2833,78.12,80,11,2.77,few clouds
1543,calvinia,ZA,-31.4707,19.776,64.26,47,0,5.19,clear sky
1544,kant,IN,27.8,79.8,52.52,79,0,3.74,clear sky
1545,myitkyina,MM,25.3833,97.4,60.35,66,67,2.28,broken clouds
1546,skjervoy,NO,70.0311,20.9714,34.97,84,100,9.57,light snow
1547,karpathos,GR,35.507,27.2132,48.2,61,23,12.66,few clouds
1548,takab,IR,36.4009,47.1133,27.54,94,77,5.12,broken clouds
1549,shatoy,RU,42.8714,45.6886,23.0,86,0,4.47,light snow
1550,ambon,ID,-3.6954,128.1814,75.2,94,20,6.91,few clouds
1551,lichinga,MZ,-13.3128,35.2406,68.0,94,90,5.75,overcast clouds
1552,flinders,AU,-34.5833,150.8552,71.01,71,74,5.99,broken clouds
1553,beveren,BE,51.2559,4.2371,43.0,75,90,13.8,overcast clouds
1554,lamovita,BA,44.9256,16.9072,19.4,86,0,3.44,clear sky
1555,xiangfan,CN,32.0422,112.1448,39.31,70,0,7.25,clear sky
1556,tevriz,RU,57.509,72.4042,-11.79,90,90,5.99,overcast clouds
1557,almaznyy,RU,48.0448,40.045,5.0,85,0,2.24,clear sky
1558,carnot,CF,4.9409,15.8665,72.23,23,15,3.51,few clouds
1559,jimeta,NG,9.2833,12.4667,72.48,21,45,2.73,scattered clouds
1560,rokytne,UA,51.2796,27.214,-1.43,93,82,4.16,broken clouds
1561,aksay,RU,47.26,39.87,5.0,85,0,2.24,clear sky
1562,salamiyah,SY,35.0113,37.0532,47.16,72,88,20.67,overcast clouds
1563,tobol,KZ,52.6844,62.5794,-0.81,90,100,6.11,overcast clouds
1564,bairiki,KI,1.3292,172.9752,84.2,74,40,12.66,scattered clouds
1565,bredasdorp,ZA,-34.5322,20.0403,64.4,82,27,3.44,scattered clouds
1566,kalemie,CD,-5.9475,29.1947,69.4,83,88,5.32,overcast clouds
1567,jizan,SA,17.3333,42.6667,77.0,78,0,2.62,clear sky
1568,falam,MM,22.9167,93.6833,44.02,79,8,3.18,clear sky
1569,balud,PH,10.1476,123.6953,77.0,83,90,13.8,overcast clouds
1570,aloleng,PH,16.1307,119.7824,77.52,70,98,8.1,overcast clouds
1571,hami,CN,42.8,93.45,14.02,77,24,3.06,few clouds
1572,maun,BW,-19.9833,23.4167,69.8,100,75,8.05,light rain
1573,kondagaon,IN,19.6,81.6667,54.16,53,1,1.97,clear sky
1574,mareeba,AU,-17.0,145.4333,82.99,78,100,2.3,overcast clouds
1575,borujerd,IR,33.8973,48.7516,34.47,87,0,4.45,clear sky
1576,queenstown,ZA,-31.8976,26.8753,60.96,90,24,0.76,few clouds
1577,aborlan,PH,9.4352,118.5492,77.0,83,90,4.61,light rain
1578,kodinsk,RU,58.6881,99.1844,5.36,93,100,4.18,light snow
1579,kokopo,PG,-4.352,152.2633,85.06,65,63,3.89,broken clouds
1580,luderitz,NA,-26.6481,15.1594,65.59,83,2,13.06,clear sky
1581,khash,IR,28.2211,61.2158,46.51,58,0,6.67,clear sky
1582,cape town,ZA,-33.9258,18.4232,69.01,88,0,13.8,clear sky
1583,salekhard,RU,66.53,66.6019,-19.91,82,100,7.09,overcast clouds
1584,jhunjhunun,IN,28.1307,75.4014,53.64,69,0,4.63,clear sky
1585,ndungu,TZ,-4.3667,38.05,71.74,79,100,2.35,overcast clouds
1586,zalantun,CN,48.0,122.7167,-14.85,72,46,2.82,scattered clouds
1587,goure,NE,13.9835,10.2704,63.82,28,37,10.94,scattered clouds
1588,batticaloa,LK,7.7102,81.6924,75.38,85,87,11.77,overcast clouds
1589,kabinda,CD,-6.1333,24.4833,67.71,93,100,1.1,overcast clouds
1590,yumen,CN,40.2833,97.2,14.76,77,0,20.65,clear sky
1591,kununurra,AU,-15.7667,128.7333,84.2,65,90,5.75,overcast clouds
1592,shamkhal,RU,43.0596,47.3373,30.0,86,75,17.9,broken clouds
1593,sigli,ID,5.3848,95.9609,75.74,78,56,3.8,broken clouds
1594,den helder,NL,52.9599,4.7593,43.0,93,75,17.27,light rain
1595,poso,ID,-1.3959,120.7524,80.01,78,100,3.33,overcast clouds
1596,islamkot,PK,24.6997,70.177,60.13,47,0,10.49,clear sky
1597,havoysund,NO,70.9963,24.6622,30.2,69,75,6.91,broken clouds
1598,doka,SD,13.5167,35.7667,64.9,68,1,14.52,clear sky
1599,phibun mangsahan,TH,15.2447,105.2291,53.6,87,21,5.75,few clouds
1600,rudbar,AF,30.15,62.6,57.27,37,0,8.1,clear sky
1601,bowen,AU,-20.0167,148.2333,80.6,74,90,12.66,overcast clouds
1602,novyy starodub,UA,48.5158,33.1733,-2.0,78,40,8.95,scattered clouds
1603,bilibino,RU,68.0546,166.4372,-32.15,78,49,1.16,scattered clouds
1604,loum,CM,4.7182,9.7351,74.52,87,34,0.29,scattered clouds
1605,mocuba,MZ,-16.8392,36.9856,75.87,95,100,1.23,moderate rain
1606,cam ranh,VN,11.9214,109.1591,71.6,68,20,14.97,few clouds
1607,tshane,BW,-24.0196,21.8684,80.76,47,95,7.05,overcast clouds
1608,port keats,AU,-14.25,129.55,82.8,72,99,10.0,overcast clouds
1609,kedrovyy,RU,56.1667,91.8167,12.2,73,40,11.18,light snow
1610,zhanakorgan,KZ,43.9098,67.2495,35.15,83,100,12.59,overcast clouds
1611,hobyo,SO,5.3505,48.5268,76.06,72,57,15.46,broken clouds
